user_input,reference_contexts,reference,persona_name,query_style,query_length,synthesizer_name
WhAt wAs tHe iNspIraTiOn bAcKgRouNd fOr N ewToNs uNiVeRsAl lAw oF GrAvItAton?,"[""<1-hop>\n\n#  \nLegend has it that observing an apple falling from a tree, Newton was inspired to arrive at an universal law of gravitation that led to an explanation of terrestrial gravitation as well as of Kepler's laws. Newton's reasoning was that the moon revolving in an orbit of radius $R_m$ was subject to a centripetal acceleration due to earth's gravity of magnitude  \n$$a_m = \\\\frac{V^2}{R_m} = \\\\frac{4\\\\pi^2 R_m}{T^2} \\\\quad (7.3)$$  \n*V RT* 2/ *m*  \nThis clearly shows that the force due to earth's gravity decreases with distance. If one assumes that the gravitational force due to the earth decreases in proportion to the inverse square of the distance from the centre of the earth, we will have $a_m \\\\propto R_m^{-2}$ ; $g \\\\propto R_E^{-2}$ and we get  \n$$\\\\frac{g}{a_m} = \\\\frac{R_m^2}{R_E^2} \\\\approx 3600 \\\\quad (7.4)$$"", ""<2-hop>\n\n| 7.1 | Introduction |\n| --- | --- |\n| 7.2 | Kepler's laws |\n| 7.3 | Universal law of gravitation |\n| 7.4 | The gravitational constant |\n| 7.5 | Acceleration due to gravity of the earth |\n| 7.6 | Acceleration due to gravity below and above the surface of earth |\n| 7.7 | Gravitational potential energy |\n| 7.8 | Escape speed |\n| 7.9 | Earth satellites |\n| 7.10 | Energy of an orbiting satellite |\n|  | Summary |\n|  | Points to ponder |\n|  | Exercises |  \n![](_page_1_Picture_9.jpeg)proposed a definitive model in which the planets moved in circles around a fixed central Sun. His theory was discredited by the church, but notable amongst its supporters was Galileo who had to face prosecution from the state for his beliefs.""]","Newton was inspired to arrive at an universal law of gravitation after observing an apple falling from a tree, which led him to reason that the moon revolving in an orbit of radius $R_m$ was subject to a centripetal acceleration due to earth's gravity. This observation clearly showed that the force due to earth's gravity decreases with distance and Newton assumed that gravitational force due to the earth decreases in proportion to the inverse square of the distance from the centre of the earth.",,,,multi_hop_specific_query_synthesizer
"What is the relationship between the period of a satellite's orbit and its distance from the Earth, as described in the context?","['<1-hop>\n\n$$E = -\\\\frac{G M m}{2a}$$  \nwith the choice of the arbitrary constant in the potential energy given in the point 5., above. The total energy is negative for any bound system, that is, one in which the orbit is closed, such as an elliptical orbit. The kinetic and potential energies are  \n$$K = \\\\frac{G M m}{2a}$$  \n$$V = -\\\\frac{G M m}{a}$$  \n8. The escape speed from the surface of the earth is  \n$$v_e = \\\\sqrt{\\\\frac{2 G M_E}{R_E}} = \\\\sqrt{2 g R_E}$$  \nand has a value of $11.2 \\\\text{ km s}^{-1}$ .  \n9. If a particle is outside a uniform spherical shell or solid sphere with a spherically symmetric internal mass distribution, the sphere attracts the particle as though the mass of the sphere or shell were concentrated at the centre of the sphere.', ""<2-hop>\n\n$$T = \\\\frac{2\\\\pi(R_E + h)}{V} = \\\\frac{2\\\\pi(R_E + h)^{3/2}}{\\\\sqrt{G M_E}} \\\\quad (7.37)$$  \n*E* on substitution of value of *V* from Eq. (7.35). Squaring both sides of Eq. (7.37), we get  \n$$T^2 = k (r_E + h)^3$$ (where $k = 4 \\\\pi^2 / G M_E$ ) (7.38)  \nwhich is Kepler's law of periods, as applied to motion of satellites around the earth. For a satellite very close to the surface of earth *h* can be neglected in comparison to *RE* in Eq. (7.38). Hence, for such satellites, *T* is *T*o , where  \n$$T_0 = 2\\\\pi\\\\sqrt{R_E/g} \\\\quad (7.39)$$  \nIf we substitute the numerical values g ≃ 9.8 m s-2 and *RE* = 6400 km., we get  \n$$T_0 = 2\\\\pi\\\\sqrt{\\\\frac{6.4 \\\\times 10^6}{9.8}} \\\\text{ s}$$  \nWhich is approximately 85 minutes.  \n**Answer** (i) We employ Eq. (7.38) with the Sun's mass replaced by the martian mass *Mm*  \n$$T^2 = \\\\frac{4\\\\pi^2}{GM\\_{\\\\text{B}^2}} R^3$$""]","The relationship between the period of a satellite's orbit and its distance from the Earth is given by Kepler's law of periods, which states that the square of the orbital period (T) is proportional to the cube of the semi-major axis (r_E + h), where r_E is the radius of the Earth. This can be expressed as T^2 = k(r_E + h)^3, with k being a constant.",,,,multi_hop_specific_query_synthesizer
"How much energy is required to transfer a 400 kg satellite from an orbit of radius 2R_E to one of radius 4R_E, and what are the changes in its kinetic and potential energies?","['<1-hop>\n\nWhen the orbit of a satellite becomes elliptic, both the *K.E.* and *P.E.* vary from point to point. The total energy which remains constant is negative as in the circular orbit case. This is what we expect, since as we have discussed before if the total energy is positive or zero, the object escapes to infinity. Satellites are always at finite distance from the earth and hence their energies cannot be positive or zero.  \n**Example 7.8** A 400 kg satellite is in a circular orbit of radius $2R_E$ about the Earth. How much energy is required to transfer it to a circular orbit of radius $4R_E$ ? What are the changes in the kinetic and potential energies?  \n**Answer** Initially,  \n$$E_i = -\\\\frac{G M_E m}{4 R_E}$$  \nWhile finally  \n$$E_f = -\\\\frac{G M_E m}{8 R_E}$$  \nThe change in the total energy is  \n$$\\\\Delta E = E_f - E_i$$  \n$$= \\\\frac{G M_E m}{8 R_E} = \\\\left( \\\\frac{G M_E}{R_E^2} \\\\right) \\\\frac{m R_E}{8}$$']","To transfer a 400 kg satellite from an orbit of radius 2R_E to one of radius 4R_E, the energy required is calculated as follows: Initially, 
$$E_i = -rac{G M_E m}{4 R_E}$$ While finally, $$E_f = -rac{G M_E m}{8 R_E}$$ The change in the total energy is $$\Delta E = E_f - E_i$$ $$= rac{G M_E m}{8 R_E} = \left( rac{G M_E}{R_E^2} \right) rac{m R_E}{8}$$ This calculation reflects the changes in both kinetic and potential energies of the satellite as it moves to a higher orbit.",,,,multi_hop_specific_query_synthesizer
"What does Fig. 7.2 illustrate in relation to the law of areas for planets like Saturn, Uranus, and Neptune?","['<1-hop>\n\n| Saturn | 143 | 29.5 | 2.98 |\n| Uranus | 287 | 84 | 2.98 |\n| Neptune | 450 | 165 | 2.99 |  \nThe law of areas can be understood as a consequence of conservation of angular momentum which is valid for any central force . A central force is such that the force on the planet is along the vector joining the Sun and the planet. Let the Sun be at the origin and let the position and momentum of the planet be denoted by $\\\\mathbf{r}$ and $\\\\mathbf{p}$ respectively. Then the area swept out by the planet of mass $m$ in time interval $\\\\Delta t$ is (Fig. 7.2) $\\\\Delta\\\\mathbf{A}$ given by  \nA ½ ×  \n$$\\\\Delta \\\\mathbf{A} / \\\\Delta t = \\\\frac{1}{2} (\\\\mathbf{r} \\\\times \\\\mathbf{p})/m, \\\\text{ (since } \\\\mathbf{v} = \\\\mathbf{p}/m\\\\text{)} \\\\ = L / (2 m) \\\\quad (7.2)$$  \n× A  \nthe law of areas. Gravitation is a central force and hence the law of areas follows.']","Fig. 7.2 illustrates the law of areas for planets such as Saturn, Uranus, and Neptune by showing that the area swept out by a planet in its orbit is proportional to the time taken, which is a consequence of conservation of angular momentum due to central forces like gravitation.",,,,multi_hop_specific_query_synthesizer
"What would happen if we were to dig a hole straight through the center of the earth, considering the gravitational force at different points inside it?","['<1-hop>\n\n# 7.5 ACCELERATION DUE TO GRAVITY OF THE EARTH  \nThe earth can be imagined to be a sphere made of a large number of concentric spherical shells with the smallest one at the centre and the largest one at its surface. A point outside the earth is obviously outside all the shells. Thus, all the shells exert a gravitational force at the point outside just as if their masses are concentrated at their common centre according to the result stated in section 7.3. The total mass of all the shells combined is just the mass of the earth. Hence, at a point outside the earth, the gravitational force is just as if its entire mass of the earth is concentrated at its centre.  \nFor a point inside the earth, the situation is different. This is illustrated in Fig. 7.7.  \n*Fig. 7.7 The mass m is in a mine located at a depth d below the surface of the Earth of mass ME and radius RE. We treat the Earth to be spherically symmetric.*']","If we were to dig a hole straight through the center of the Earth, the gravitational force at any point inside the Earth (including the center) would be directly proportional to the mass of the spherical shell within that point and inversely proportional to the square of the distance from the center. For a point outside the Earth, all the shells exert a gravitational force as if their masses are concentrated at the common center, which is the Earth's center.",,,,multi_hop_specific_query_synthesizer
"Can a body be shielded from gravitational influence by placing it inside a hollow sphere, like how a charge can be shielded from electrical forces in a conductor?","[""<1-hop>\n\n# EXERCISES  \n- 7.1 Answer the following :  \n- (a) You can shield a charge from electrical forces by putting it inside a hollow conductor. Can you shield a body from the gravitational influence of nearby matter by putting it inside a hollow sphere or by some other means ?\n- (b) An astronaut inside a small space ship orbiting around the earth cannot detect gravity. If the space station orbiting around the earth has a large size, can he hope to detect gravity ?\n- (c) If you compare the gravitational force on the earth due to the sun to that due to the moon, you would find that the Sun's pull is greater than the moon's pull. (you can check this yourself using the data available in the succeeding exercises). However, the tidal effect of the moon's pull is greater than the tidal effect of sun. Why ? 7.2 Choose the correct alternative :  \n- (a) Acceleration due to gravity increases/decreases with increasing altitude.""]","No, a body cannot be shielded from gravitational influence by placing it inside a hollow sphere or any other means. Unlike electric charges which can be shielded within a conductor, gravity affects all masses uniformly regardless of their surroundings.",,,,multi_hop_specific_query_synthesizer
"How does the gravitational force behave within and around a spherical shell, and what implications does this have for understanding gravitational acceleration at different depths below the Earth's surface?","['<1-hop>\n\nNow, consider a point mass *m* at a depth *d* below the surface of the earth (Fig. 7.8(b)), so that its distance from the centre of the earth is () *Rd E* − as shown in the figure. The earth can be thought of as being composed of a smaller sphere of radius (*RE* – *d* ) and a spherical shell of thickness *d*. The force on m due to the outer shell of thickness d is zero because the result quoted in the previous section. As far as the smaller sphere of radius ( *RE* – *d* ) is concerned, the point mass is outside it and hence according to the result quoted earlier, the force due to this smaller sphere is just as if the entire mass of the smaller sphere is concentrated at the centre. If *Ms* is the mass of the smaller sphere, then,  \n![](_page_6_Picture_19.jpeg)$$M_s/M_E = (R_E - d)^3 / R_E^3 \\\\quad (7.16)$$  \nSince mass of a sphere is proportional to be cube of its radius.', '<2-hop>\n\n-  \n8. Although the gravitational force between two particles is central, the force between two finite rigid bodies is not necessarily along the line joining their centre of mass. For a spherically symmetric body however the force on a particle external to the body is as if the mass is concentrated at the centre and this force is therefore central.  \n-  \n9. The gravitational force on a particle inside a spherical shell is zero. However, (unlike a metallic shell which shields electrical forces) the shell does not shield other bodies outside it from exerting gravitational forces on a particle inside. *Gravitational shielding is not possible*.']","The gravitational force behaves differently within and around a spherical shell. Inside a spherical shell, the gravitational force on any particle is zero due to the symmetry of the mass distribution. However, outside the shell, the force acts as if all the mass were concentrated at the center. This concept is crucial for understanding gravitational acceleration at different depths below the Earth's surface. For instance, when considering a point mass *m* at a depth *d* below the Earth's surface, the Earth can be thought of as being composed of a smaller sphere of radius (*RE* – *d*) and a spherical shell of thickness *d*. The force on *m* due to the outer shell is zero because it cancels out. As for the smaller sphere, the point mass is outside it, so according to the result quoted earlier, the force due to this smaller sphere is as if the entire mass of the smaller sphere is concentrated at the center. This means that the gravitational acceleration at depth *d* can be calculated using the formula: 
![](_page_6_Picture_19.jpeg)$$M_s/M_E = (R_E - d)^3 / R_E^3 \\quad (7.16)$$, where *Ms* is the mass of the smaller sphere and *ME* is the total mass of the Earth.",,,,multi_hop_specific_query_synthesizer
"Using Kepler's third law, how can we calculate the time period of Mars' revolution around the Sun and what is this time period?","[""<1-hop>\n\n$$T^2 = \\\\frac{4\\\\pi^2}{GM\\_{\\\\text{B}^2}} R^3$$  \n$$\\\\begin{aligned} & 4 \\\\times (3.14)^2 \\\\times (9.4)^3 \\\\times 10^{18} \\\\ &= \\\\frac{6.67 \\\\times 10^{-11} \\\\times (459 \\\\times 60)^2}{} \\\\end{aligned}$$  \n$$M_m = \\\\frac{4 \\\\times (3.14)^2 \\\\times (9.4)^3 \\\\times 10^{18}}{6.67 \\\\times (4.59 \\\\times 6)^2 \\\\times 10^{-5}} = 6.48 \\\\times 10^{23} \\\\text{ kg.}$$  \n(ii) Once again Kepler's third law comes to our aid,  \n$$\\\\frac{T_M^2}{T_E^2} = \\\\frac{R\\_{MS}^3}{R\\_{ES}^3}$$  \n⊳ **Example 7.7** Express the constant k of Eq. (7.38) in days and kilometres. Given k = 10–13 s2 m–3. The moon is at a distance of 3.84 ´ 105km from the earth. Obtain its time-period of revolution in days.  \n⊳ **Example 7.6 Weighing the Earth** : You are given the following data: *g =* 9.81 ms–2 , *RE =* 6.37´106 m, the distance to the moon *R =* 3.84´108 m and the time period of the moon's revolution is 27.3 days. Obtain the mass of the Earth *ME* in two different ways."", ""<2-hop>\n\nwhere *RMS* is the Mars-Sun distance and *RES* is the Earth-Sun distance.  \n$$\\\\therefore T_M = (1.52)^{3/2} \\\\times 365$$  \n$= 684$ days  \nWe note that the orbits of all planets except Mercury and Mars are very close to being circular. For example, the ratio of the semiminor to semi-major axis for our Earth is, *b/a* = 0.99986. ⊳  \n**Answer** From Eq. (7.12) we have  \n$$\\\\begin{aligned} M_E &= \\\\frac{g R_E^2}{G} \\\\ &= \\\\frac{9.81 \\\\times (6.37 \\\\times 10^6)^2}{6.67 \\\\times 10^{-11} \\\\text{ kg} \\\\cdot 5.97 \\\\times 10^{24} \\\\text{ kg}} \\\\end{aligned}$$  \nThe moon is a satellite of the Earth. From the derivation of Kepler's third law \\[see Eq. (7.38)\\]  \n$$\\\\begin{aligned} T^2 &= \\\\frac{4\\\\pi^2 R^3}{G M_E} \\\\ M_E &= \\\\frac{4\\\\pi^2 R^3}{G T^2} \\\\ &= \\\\frac{4 \\\\times 3.14 \\\\times 3.14 \\\\times (3.84)^3 \\\\times 10^{24}}{6.67 \\\\times 10^{-11} \\\\times (27.3 \\\\times 24 \\\\times 60 \\\\times 60)^3} \\\\ &= 6.02 \\\\times 10^{24} \\\\text{ kg} \\\\end{aligned}$$  \n$$T^2 = \\\\frac{4\\\\pi^2 R^3}{G M_E}$$""]","Using Kepler's third law, the time period of Mars' revolution around the Sun can be calculated as follows: 

$$T_M = (1.52)^{3/2} \\times 365 = 684 \\text{ days}$$",,,,multi_hop_specific_query_synthesizer
What is the formula for gravitational acceleration at a height h above the surface of the Earth as shown in Fig. 7.8(a)?,"['<1-hop>\n\n### 7.6 ACCELERATION DUE TO GRAVITY BELOW AND ABOVE THE SURFACE OF EARTH  \nConsider a point mass *m* at a height *h* above the surface of the earth as shown in Fig. 7.8(a). The radius of the earth is denoted by *RE .* Since this point is outside the earth,  \n*Fig. 7.8 (a) g at a height h above the surface of the earth.*  \nits distance from the centre of the earth is (*RE + h* ). If *F* (*h*) denoted the magnitude of the force on the point mass *m* , we get from Eq. (7.5) :  \n$$F(h) = \\\\frac{GM_E m}{(R_E + h)^2} \\\\quad (7.13)$$  \nThe acceleration experienced by the point mass is *Fh m gh* ( )/ ( ) ≡ and we get  \n$$g(h) = \\\\frac{F(h)}{m} = \\\\frac{GM_E}{(R_E + h)^2}. \\\\quad (7.14)$$  \nThis is clearly less than the value of g on the surface of earth : 2 . *E E GM g R* = For , *hR* &lt;&lt; *E* we can expand the RHS of Eq. (7.14) :']","The formula for gravitational acceleration at a height h above the surface of the Earth, as shown in Fig. 7.8(a), is given by g(h) = \\frac{GM_E}{(R_E + h)^2}. This formula indicates that the acceleration experienced by a point mass m at height h is less than the value of g on the surface of the Earth.",,,,multi_hop_specific_query_synthesizer
What does the gravitational potential energy at infinity tell us about escape speed and how can it be used to understand if a stone thrown from Earth will fall back or not?,"[""<1-hop>\n\n# 7.8 ESCAPE SPEED  \nIf a stone is thrown by hand, we see it falls back to the earth. Of course using machines we can shoot an object with much greater speeds and with greater and greater initial speed, the object scales higher and higher heights. A natural query that arises in our mind is the following: 'can we throw an object with such high initial speeds that it does not fall back to the earth?'  \nThe principle of conservation of energy helps us to answer this question. Suppose the object did reach infinity and that its speed there was V*f* . The energy of an object is the sum of potential and kinetic energy. As before *W*1 denotes that gravitational potential energy of the object at infinity. The total energy of the projectile at infinity then is  \n$$E() = W_1 + \\\\frac{mV_f^2}{2} \\\\quad (7.26)$$  \nIf the object was thrown initially with a speed *Vi* from a point at a distance (*h*+*RE*) from the centre of the earth (*RE* = radius of the earth), its energy initially was"", '<2-hop>\n\nWe have calculated the potential energy at a point of a particle due to gravitational forces on it due to the earth and it is proportional to the mass of the particle. The gravitational potential due to the gravitational force of the earth is defined as the potential energy of a particle of unit mass at that point. From the earlier discussion, we learn that the gravitational potential energy associated with two particles of masses *m*1 and *m*2 separated by distance by a distance *r* is given by  \n$$V = - \\\\frac{Gm_1 m_2}{r} \\\\quad (\\\\text{if we choose } V = 0 \\\\text{ as } r \\\\rightarrow \\\\infty)$$  \nIt should be noted that an isolated system of particles will have the total potential energy that equals the sum of energies (given by the above equation) for all possible pairs of its constituent particles. This is an example of the application of the superposition principle.']","The gravitational potential energy at infinity tells us that as an object is thrown with greater initial speeds, it scales higher. If the object's total energy at infinity (which includes its gravitational potential energy and kinetic energy) is positive, then it can escape Earth's gravitational pull and will not fall back to the earth. This principle helps in understanding if a stone or any other object thrown from Earth will fall back or not based on its initial speed.",,,,multi_hop_specific_query_synthesizer
What does Fig. 7.2 illustrate about the motion of a planet around the sun?,"['<1-hop>\n\n**2. Law of areas :** The line that joins any planet to the Sun sweeps equal areas in equal intervals of time (Fig. 7.2). This law comes from the observations that planets appear to move slower when they are farther from the Sun than when they are nearer.  \n![](_page_1_Picture_11.jpeg)![](_page_1_Diagram_12.jpeg)**Fig. 7.2** *The planet P moves around the sun in an elliptical orbit. The shaded area is the area* D*A swept out in a small interval of time* D*t.*  \n➔ *Example 7.1* Let the speed of the planet at the perihelion $Pin$ Fig. 7.1(a) be $v_p$ and the Sun-planet distance SP be $r_p$ . Relate ${r_p, v_p}$ to the corresponding quantities at the aphelion ${r_A, v_A}$ . Will the planet take equal times to traverse $BAC$ and $CPB$ ?  \n**3. Law of periods** : The square of the time period of revolution of a planet is proportional to the cube of the semi-major axis of the ellipse traced out by the planet.']","Fig. 7.2 illustrates that as a planet moves in an elliptical orbit around the Sun, the line joining the planet to the Sun sweeps out equal areas in equal intervals of time.",,,,multi_hop_specific_query_synthesizer
"How does the conservation of total mechanical energy apply to the motion of an object under gravitational influence, as illustrated in the context provided?","['<1-hop>\n\n$$V = -\\\\frac{Gm_1 m_2}{r} + \\\\text{constant}$$  \nThe constant can be given any value. The simplest choice is to take it to be zero. With this choice  \n$$V = - \\\\frac{G m_1 m_2}{r}$$  \nThis choice implies that *V* → 0 as *r* → . Choosing location of zero of the gravitational energy is the same as choosing the arbitrary constant in the potential energy. Note that  \n- the gravitational force is not altered by the choice of this constant.\n-  \n6. The total mechanical energy of an object is the sum of its kinetic energy (which is always positive) and the potential energy. Relative to infinity (i.e. if we presume that the potential energy of the object at infinity is zero), the gravitational potential energy of an object is negative. The total energy of a satellite is negative.  \n-  \n7. The commonly encountered expression *mgh* for the potential energy is actually an approximation to the difference in the gravitational potential energy discussed in the point 6, above.  \n-', '<2-hop>\n\n### POINTS TO PONDER  \n-  \n1. In considering motion of an object under the gravitational influence of another object the following quantities are conserved:  \n- (a) Angular momentum\n- (b) Total mechanical energy Linear momentum is not conserved  \n-  \n2. Angular momentum conservation leads to Kepler\'s second law. However, it is not special to the inverse square law of gravitation. It holds for any central force.  \n-  \n3. In Kepler\'s third law (see Eq. (7.1) and *T2 = KS R3*. The constant *KS* is the same for all planets in circular orbits. This applies to satellites orbiting the Earth \\[(Eq. (7.38)\\].  \n-  \n4. An astronaut experiences weightlessness in a space satellite. This is not because the gravitational force is small at that location in space. It is because both the astronaut and the satellite are in ""free fall"" towards the Earth.  \n-  \n5. The *gravitational potential energy* associated with two particles separated by a distance *r* is given by']","The conservation of total mechanical energy applies to the motion of an object under gravitational influence, as stated in the context. The total mechanical energy is the sum of kinetic and potential energies, with the latter being negative relative to infinity. This principle is consistent with the points that angular momentum is also conserved, leading to Kepler's laws, and that a satellite's orbit maintains this conservation despite experiencing weightlessness due to free-fall towards Earth.",,,,multi_hop_specific_query_synthesizer
What is the approximate formula for the acceleration due to gravity at height h and how does it relate to the gravitational potential energy function?,"[""<1-hop>\n\n1.  \n4) The acceleration due to gravity.\n5) (a) at a height $h$ above the earth's surface  \n$$g(h) = \\\\frac{G M_E}{(R_E + h)^2}$$  \n$$\\\\approx \\\\frac{G M_E}{R_E^2} \\\\left( 1 - \\\\frac{2h}{R_E} \\\\right) \\\\quad \\\\text{for } h \\\\ll R_E$$  \n$$g(h) = g(0) \\\\left( 1 - \\\\frac{2h}{R_E} \\\\right) \\\\quad \\\\text{where } g(0) = \\\\frac{G M_E}{R_E^2}$$  \n(b) at depth $d$ below the earth's surface is  \n$$g(d) = \\\\frac{G M_E}{R_E^2} \\\\left( 1 - \\\\frac{d}{R_E} \\\\right) = g(0) \\\\left( 1 - \\\\frac{d}{R_E} \\\\right)$$  \n5. The gravitational force is a conservative force, and therefore a potential energy function can be defined. The *gravitational potential energy* associated with two particles separated by a distance $r$ is given by  \n$$V = -\\\\frac{G m_1 m_2}{r}$$"", '<2-hop>\n\n$$g(h) = \\\\frac{GM_E}{R_E^2(1+h/R_E)^2} = g(1+h/R_E)^{-2}$$ For $\\\\frac{h}{R_E} \\\\ll 1$ , using binomial expression, $$g(h) \\\\cong g\\\\left(1 - \\\\frac{2h}{R_E}\\\\right). \\\\quad (7.15)$$  \nEquation (7.15) thus tells us that for small heights h above the value of g decreases by a factor (1 2 / ). − *hRE*']","The approximate formula for the acceleration due to gravity at a height $h$ above the Earth's surface is given by $$g(h) = g(0) \\left( 1 - \\frac{2h}{R_E} \\right)$$ where $g(0)$ is the gravitational acceleration at the Earth's surface and $R_E$ is the radius of the Earth. This formula relates to the gravitational potential energy function, which for two particles separated by a distance $r$ is given by $$V = -\\frac{G m_1 m_2}{r}$$",,,,multi_hop_specific_query_synthesizer
What is the force on a point mass at depth *d* below the Earth's surface according to Fig. 7.8(b)?,"['<1-hop>\n\nNow, consider a point mass *m* at a depth *d* below the surface of the earth (Fig. 7.8(b)), so that its distance from the centre of the earth is () *Rd E* − as shown in the figure. The earth can be thought of as being composed of a smaller sphere of radius (*RE* – *d* ) and a spherical shell of thickness *d*. The force on m due to the outer shell of thickness d is zero because the result quoted in the previous section. As far as the smaller sphere of radius ( *RE* – *d* ) is concerned, the point mass is outside it and hence according to the result quoted earlier, the force due to this smaller sphere is just as if the entire mass of the smaller sphere is concentrated at the centre. If *Ms* is the mass of the smaller sphere, then,  \n![](_page_6_Picture_19.jpeg)$$M_s/M_E = (R_E - d)^3 / R_E^3 \\\\quad (7.16)$$  \nSince mass of a sphere is proportional to be cube of its radius.']","The force on a point mass at depth *d* below the Earth's surface, as per Fig. 7.8(b), can be calculated by considering the Earth composed of a smaller sphere of radius (RE – d) and a spherical shell of thickness *d*. The force due to the outer shell is zero because it cancels out. For the smaller sphere, the force is equivalent to that exerted by a point mass concentrated at its center, which can be determined using equation 7.16: M_s/M_E = (R_E - d)^3 / R_E^3.",,,,multi_hop_specific_query_synthesizer
"How did the universal law of gravitation lead to the determination of gravitational constant G, and who was the first scientist to experimentally determine it?","[""<1-hop>\n\nIt was around the same time as Galileo, a nobleman called Tycho Brahe (1546-1601) hailing from Denmark, spent his entire lifetime recording observations of the planets with the naked eye. His compiled data were analysed later by his assistant Johannes Kepler (1571- 1640). He could extract from the data three elegant laws that now go by the name of Kepler's laws. These laws were known to Newton and enabled him to make a great scientific leap in proposing his universal law of gravitation."", ""<2-hop>\n\n# **7.4 THE GRAVITATIONAL CONSTANT**  \nThe value of the gravitational constant G entering the Universal law of gravitation can be determined experimentally and this was first done by English scientist Henry Cavendish in 1798. The apparatus used by him is schematically shown in Fig.7.6  \n**Fig. 7.6** *Schematic drawing of Cavendish's experiment. S1 and S2 are large spheres which are kept on either side (shown shades) of the masses at A and B. When the big spheres are taken to the other side of the masses (shown by dotted circles), the bar AB rotates a little since the torque reverses direction. The angle of rotation can be measured experimentally.*  \n**Fig. 7.5** *Three equal masses are placed at the three vertices of the* D *ABC. A mass 2m is placed at the centroid G*.  \n$$\\\\mathbf{F}\\_{\\\\text{GA}} = \\\\frac{Gm(2m)}{1} \\\\hat{\\\\mathbf{j}} \\\\quad (2)$$""]","The universal law of gravitation led to the determination of gravitational constant G through experiments. It was first done by English scientist Henry Cavendish in 1798 using an apparatus schematically shown in Fig. 7.6, where large spheres were used to measure the torque on a bar when moved towards masses at A and B, allowing for the measurement of the angle of rotation which helped determine G.",,,,multi_hop_specific_query_synthesizer
What is the relationship between the gravitational potential energy and the escape speed from the surface of a celestial body according to the given context?,"['<1-hop>\n\n$$E = -\\\\frac{G M m}{2a}$$  \nwith the choice of the arbitrary constant in the potential energy given in the point 5., above. The total energy is negative for any bound system, that is, one in which the orbit is closed, such as an elliptical orbit. The kinetic and potential energies are  \n$$K = \\\\frac{G M m}{2a}$$  \n$$V = -\\\\frac{G M m}{a}$$  \n8. The escape speed from the surface of the earth is  \n$$v_e = \\\\sqrt{\\\\frac{2 G M_E}{R_E}} = \\\\sqrt{2 g R_E}$$  \nand has a value of $11.2 \\\\text{ km s}^{-1}$ .  \n9. If a particle is outside a uniform spherical shell or solid sphere with a spherically symmetric internal mass distribution, the sphere attracts the particle as though the mass of the sphere or shell were concentrated at the centre of the sphere.', '<2-hop>\n\n$$V = -\\\\frac{G m_1 m_2}{r}$$  \nwhere $V$ is taken to be zero at $r \\\\rightarrow \\\\infty$ . The total potential energy for a system of particles is the sum of energies for all pairs of particles, with each pair represented by a term of the form given by above equation. This prescription follows from the principle of superposition.  \n6. If an isolated system consists of a particle of mass $m$ moving with a speed $v$ in the vicinity of a massive body of mass $M$ , the total mechanical energy of the particle is given by  \n$$E = \\\\frac{1}{2} m v^2 - \\\\frac{G M m}{r}$$  \nThat is, the total mechanical energy is the sum of the kinetic and potential energies. The total energy is a constant of motion.  \n7. If $m$ moves in a circular orbit of radius $a$ about $M$ , where $M \\\\gg m$ , the total energy of the system is  \n$$E = -\\\\frac{G M m}{2a}$$']","The relationship between the gravitational potential energy and the escape speed from the surface of a celestial body, as per the given context, can be described by the equation for the escape speed: $v_e = \\sqrt{2 g R_E}$, where $g$ is the acceleration due to gravity at the Earth's surface and $R_E$ is the radius of the Earth. This relationship indicates that the escape speed depends on the gravitational potential energy associated with the body.",,,,multi_hop_specific_query_synthesizer
What is the significance of the equation $$rac{g}{a_m} = rac{R_m^2}{R_E^2} \\approx 3600 \\quad (7.4)$$ in relation to Newton's Universal Law of Gravitation?,"[""<1-hop>\n\n$$\\\\frac{g}{a_m} = \\\\frac{R_m^2}{R_E^2} \\\\approx 3600 \\\\quad (7.4)$$  \nin agreement with a value of $g \\\\approx 9.8 \\\\text{ m s}^{-2}$ and the value of $a_m$ from Eq. (7.3). These observations led Newton to propose the following Universal Law of Gravitation :  \nEvery body in the universe attracts every other body with a force which is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.  \nThe quotation is essentially from Newton's famous treatise called 'Mathematical Principles of Natural Philosophy' (Principia for short).  \nStated Mathematically, Newton's gravitation law reads : The force $\\\\mathbf{F}$ on a point mass $m_2$ due to another point mass $m_1$ has the magnitude  \n$$|\\\\mathbf{F}| = G \\\\frac{m_1 m_2}{r^2} \\\\quad (7.5)$$  \nEquation (7.5) can be expressed in vector form as""]","The equation $$rac{g}{a_m} = rac{R_m^2}{R_E^2} \\approx 3600 \\quad (7.4)$$ is significant as it relates the gravitational acceleration $g$ to the mass ratio and distance between two bodies, which aligns with Newton's Universal Law of Gravitation. This equation supports the concept that every body in the universe attracts every other body with a force directly proportional to their masses and inversely proportional to the square of the distance between them.",,,,multi_hop_specific_query_synthesizer
